,Customer ID,Gender,Age,Married,Number of Dependents,City,Population,Satisfaction Score,Quarter,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
98,5364-EVNIB,nan,nan,nan,nan,Valencia,17846,nan,Q3,0.0,17.0,None,Yes,33.68,No,Yes,DSL,14.0,Yes,Yes,nan,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.5,934.15,0.0,0.0,572.56,1506.71,0
99,4789-KWMXN,Female,32.0,No,0.0,La Mesa,24005,nan,Q3,0.0,72.0,Offer A,Yes,2.25,Yes,nan,nan,16.0,Yes,Yes,nan,No,Yes,nan,No,Yes,Two Year,nan,Bank Withdrawal,101.3,7261.25,nan,nan,162.0,7423.25,0
100,1084-UQCHV,nan,27.0,Yes,1.0,nan,nan,5.0,Q3,4.0,10.0,None,nan,4.16,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,nan,24.4,253.9,0.0,0.0,41.6,nan,0
101,0788-DXBFY,Male,60.0,No,0.0,Bakersfield,53481,5.0,Q3,0.0,3.0,nan,nan,49.63,nan,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,nan,0.0,148.89,402.69000000000005,0
102,6791-YBNAK,Female,34.0,nan,0.0,Twain,nan,3.0,Q3,1.0,1.0,None,Yes,11.08,No,Yes,nan,13.0,No,No,No,nan,No,No,nan,Yes,nan,Yes,Bank Withdrawal,69.8,69.8,0.0,0.0,11.08,80.88,2
103,4837-QUSFT,Female,50.0,nan,0.0,nan,nan,nan,Q3,2.0,72.0,Offer A,nan,38.44,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,nan,Yes,Yes,nan,Yes,One Year,Yes,Bank Withdrawal,108.5,8003.8,0.0,0.0,2767.68,10771.48,0
104,5948-UJZLF,Female,68.0,Yes,0.0,nan,55668,4.0,Q3,4.0,55.0,None,Yes,nan,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,Yes,No,nan,nan,Yes,Two Year,No,Bank Withdrawal,nan,5044.8,12.48,0.0,1250.6999999999996,6283.02,0
105,0913-XWSCN,Male,27.0,Yes,1.0,Huron,6918,3.0,Q3,1.0,nan,None,Yes,29.67,Yes,Yes,Fiber Optic,nan,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,nan,85.5,5696.6,0.0,0.0,2017.56,7714.160000000002,0
106,1934-MKPXS,nan,nan,nan,nan,Hinkley,1933,3.0,Q3,6.0,30.0,None,Yes,40.0,No,No,None,0.0,No,No,No,No,nan,nan,No,No,Two Year,No,Credit Card,21.25,711.9,nan,nan,1200.0,1911.9,0
107,6435-VWCCY,Female,39.0,Yes,2.0,Cobb,1591,4.0,Q3,3.0,6.0,None,Yes,49.45,nan,Yes,DSL,10.0,No,nan,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,297.35,0.0,0.0,296.7000000000001,594.0500000000002,0
108,0402-CQAJN,Female,69.0,nan,0.0,Winton,11463,1.0,Q3,nan,1.0,None,Yes,nan,nan,Yes,Cable,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.55,50.55,0.0,nan,nan,73.11,2
109,2359-KMGLI,Male,73.0,nan,0.0,Grizzly Flats,659,nan,Q3,0.0,9.0,None,Yes,10.04,nan,Yes,Fiber Optic,13.0,nan,No,nan,No,nan,Yes,No,Yes,Month-to-Month,nan,Bank Withdrawal,83.85,790.15,0.0,0.0,90.36,880.51,2
110,1010-DIAUQ,Female,51.0,nan,0.0,Sacramento,264,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
111,9391-EOYLI,Male,29.0,No,nan,Surfside,174,nan,Q3,nan,17.0,None,Yes,38.78,Yes,Yes,Fiber Optic,59.0,Yes,nan,Yes,Yes,Yes,No,No,Yes,Month-to-Month,nan,Bank Withdrawal,nan,1672.1,0.0,nan,nan,2331.36,0
112,9447-YPTBX,Male,26.0,No,0.0,Pleasant Hill,32685,3.0,Q3,0.0,4.0,Offer E,Yes,34.69,No,Yes,DSL,nan,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.75,245.15,0.0,0.0,138.76,383.91,nan
113,7356-AYNJP,Male,45.0,No,0.0,nan,nan,3.0,nan,0.0,32.0,None,Yes,25.21,nan,Yes,Fiber Optic,26.0,No,No,nan,Yes,nan,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,3183.4,0.0,0.0,806.72,3990.12,3
114,3266-FTKHB,Male,48.0,No,0.0,Modesto,30668,3.0,Q3,0.0,26.0,None,Yes,40.35,No,Yes,Fiber Optic,13.0,nan,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,2146.5,0.0,0.0,1049.1,3195.600000000001,nan
115,9909-IDLEK,Male,31.0,nan,0.0,Saratoga,30589,3.0,Q3,0.0,nan,None,Yes,7.83,No,No,None,nan,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,109.8,0.0,0.0,39.15,148.95,nan
116,8065-BVEPF,Female,66.0,No,0.0,nan,38902,5.0,Q3,0.0,23.0,None,Yes,8.72,Yes,Yes,Fiber Optic,18.0,No,No,Yes,No,nan,No,nan,Yes,Two Year,Yes,Credit Card,79.35,1835.3,15.41,0.0,200.56,2020.45,nan
117,7892-POOKP,Male,24.0,Yes,1.0,nan,nan,3.0,Q3,1.0,72.0,nan,Yes,22.78,nan,No,None,nan,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.35,1354.4,nan,nan,1640.16,2994.5600000000004,0
118,8050-XGRVL,Male,nan,nan,0.0,Los Angeles,41175,nan,Q3,1.0,66.0,nan,nan,25.83,Yes,Yes,Fiber Optic,24.0,No,Yes,nan,No,No,Yes,nan,Yes,One Year,No,Bank Withdrawal,95.3,6273.4,0.0,0.0,1704.78,7978.1799999999985,0
119,0668-OGMHD,Male,49.0,Yes,2.0,nan,30028,3.0,Q3,7.0,72.0,Offer A,Yes,nan,Yes,No,None,0.0,No,No,No,nan,nan,No,No,No,Two Year,nan,nan,nan,1790.8,46.81,0.0,2010.96,3754.95,nan
120,8755-OGKNA,Female,78.0,No,0.0,Indian Wells,3873,3.0,Q3,0.0,1.0,Offer E,Yes,24.75,No,Yes,Fiber Optic,nan,No,nan,No,No,No,No,nan,No,Month-to-Month,Yes,nan,71.15,71.15,0.0,20.0,24.75,115.9,1
121,1818-ESQMW,nan,nan,nan,0.0,Los Angeles,47143,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
122,9133-AYJZG,Male,32.0,No,0.0,Alviso,2147,1.0,Q3,0.0,7.0,Offer E,Yes,9.25,Yes,Yes,Fiber Optic,29.0,No,No,Yes,No,nan,Yes,Yes,Yes,nan,Yes,Bank Withdrawal,98.05,713.0,0.0,0.0,64.75,nan,1
123,7814-LEEVE,nan,nan,nan,nan,Bass Lake,613,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
124,4570-QHXHL,nan,25.0,Yes,3.0,Calipatria,7857,4.0,Q3,6.0,32.0,None,Yes,48.49,Yes,Yes,Fiber Optic,nan,Yes,No,No,nan,Yes,nan,nan,Yes,Month-to-Month,No,Bank Withdrawal,89.6,2901.8,0.0,nan,1551.68,4453.480000000001,nan
125,6022-UGGSO,Male,69.0,Yes,0.0,Pine Valley,1604,3.0,Q3,7.0,69.0,None,No,0.0,No,Yes,nan,13.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,nan,29.8,2134.3,nan,0.0,0.0,2134.3,0
126,7446-YPODE,Male,71.0,Yes,0.0,Upland,48827,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
127,8399-YNDCH,Male,47.0,No,0.0,Standish,408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
128,5196-WPYOW,Male,28.0,No,0.0,Anaheim,45086,nan,Q3,0.0,4.0,Offer E,Yes,43.77,nan,Yes,DSL,nan,No,No,nan,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,44.8,nan,0.0,0.0,175.08,351.28,0
129,7602-MVRMB,Male,nan,Yes,0.0,Santa Ana,44117,2.0,nan,1.0,41.0,Offer B,Yes,45.04,Yes,Yes,Cable,29.0,No,Yes,nan,Yes,Yes,nan,No,Yes,One Year,Yes,Bank Withdrawal,111.95,4534.9,0.0,0.0,1846.64,6381.539999999999,nan
130,0856-NAOES,Male,76.0,Yes,0.0,Hilmar,7177,4.0,Q3,10.0,60.0,Offer B,Yes,17.05,No,Yes,nan,21.0,No,Yes,Yes,No,Yes,nan,nan,Yes,One Year,Yes,Bank Withdrawal,97.95,nan,0.0,0.0,1023.0,6890.0,0
131,5433-KYGHE,Female,48.0,Yes,0.0,Palomar Mountain,234,5.0,Q3,5.0,68.0,Offer A,Yes,9.76,Yes,Yes,nan,15.0,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,86.45,5762.95,0.0,150.0,663.68,6576.63,nan
132,2999-AANRQ,Female,54.0,No,0.0,Hilmar,nan,3.0,Q3,nan,nan,None,nan,9.52,nan,Yes,Fiber Optic,4.0,No,nan,Yes,Yes,nan,Yes,nan,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,999.9,0.0,0.0,104.72,1104.62,0
133,2080-CAZNM,Female,29.0,No,0.0,Tahoe Vista,678,3.0,nan,nan,27.0,None,nan,1.31,No,Yes,Cable,53.0,No,Yes,No,Yes,nan,No,No,Yes,Month-to-Month,Yes,Mailed Check,nan,1439.35,0.0,0.0,35.37000000000001,1474.7199999999998,nan
134,1414-YADCW,Female,62.0,Yes,2.0,nan,25805,3.0,Q3,8.0,29.0,None,Yes,5.35,Yes,No,nan,0.0,nan,nan,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,692.55,0.0,0.0,155.14999999999995,847.6999999999998,nan
135,7714-YXSMB,Male,44.0,No,1.0,La Honda,1622,nan,Q3,0.0,1.0,Offer E,No,0.0,No,Yes,Cable,19.0,No,Yes,No,Yes,nan,No,No,No,Month-to-Month,No,Credit Card,33.6,33.6,0.0,50.0,0.0,83.6,0
136,3541-ZNUHK,nan,nan,nan,nan,Caruthers,nan,5.0,Q3,0.0,20.0,None,Yes,22.75,Yes,Yes,Cable,11.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,68.9,nan,0.0,0.0,455.0,1825.35,0
137,7089-IVVAZ,Female,56.0,No,0.0,Ballico,nan,4.0,Q3,0.0,46.0,Offer B,Yes,46.83,Yes,Yes,DSL,2.0,Yes,No,nan,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,nan,3593.8,0.0,0.0,2154.18,nan,0
138,7817-BOQPW,nan,nan,nan,nan,nan,nan,5.0,Q3,0.0,1.0,None,Yes,29.19,No,No,None,0.0,nan,No,No,No,No,No,No,No,nan,No,Credit Card,20.3,20.3,nan,0.0,29.19,49.49,0
139,8496-EJAUI,Female,57.0,No,0.0,Compton,51387,nan,Q3,0.0,1.0,Offer E,Yes,15.92,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,nan,0.0,0.0,15.92,nan,2
140,8059-UDZFY,Female,55.0,Yes,0.0,Wishon,327,4.0,Q3,1.0,4.0,None,No,nan,No,Yes,DSL,29.0,No,No,nan,No,nan,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0.0,nan,0.0,99.95,0
141,6266-QHOJZ,Male,22.0,No,0.0,nan,264,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
142,9643-YBLUR,Male,63.0,nan,0.0,San Martin,5671,3.0,Q3,1.0,25.0,None,nan,nan,No,Yes,nan,4.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,2178.6,0.0,nan,881.7500000000001,nan,1
143,4829-ZLJTK,Male,61.0,Yes,0.0,North Palm Springs,732,2.0,nan,1.0,7.0,None,Yes,5.13,No,nan,nan,4.0,No,No,Yes,nan,nan,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.7,340.25,0.0,0.0,35.91,nan,5
144,2038-YSEZE,Male,59.0,nan,0.0,Mountain Center,1500,nan,Q3,0.0,33.0,nan,Yes,nan,No,nan,Fiber Optic,nan,No,Yes,Yes,No,No,nan,No,Yes,nan,nan,Credit Card,nan,nan,0.0,0.0,581.79,nan,nan
145,6176-YJWAS,Male,28.0,No,0.0,Ivanhoe,4517,1.0,Q3,nan,1.0,Offer E,Yes,10.98,No,nan,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,nan,20.2,nan,0.0,0.0,10.98,nan,4
146,5366-OBVMR,Female,45.0,nan,3.0,Duncans Mills,187,4.0,nan,5.0,71.0,None,Yes,4.91,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,nan,114.6,8100.25,0.0,0.0,348.61,8448.86,nan
147,7480-QNVZJ,Female,38.0,Yes,3.0,nan,21065,2.0,Q3,5.0,4.0,None,Yes,42.71,No,Yes,DSL,nan,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,nan,Credit Card,56.5,nan,0.0,0.0,170.84,405.94,2
148,6218-KNUBD,Female,32.0,Yes,3.0,nan,nan,3.0,Q3,6.0,68.0,None,Yes,16.09,Yes,Yes,Fiber Optic,53.0,No,Yes,No,nan,Yes,nan,Yes,Yes,Two Year,Yes,Credit Card,103.75,7039.45,0.0,0.0,1094.12,8133.57,nan
149,9441-QHEVC,Female,62.0,No,0.0,nan,167,1.0,Q3,nan,7.0,nan,Yes,46.79,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,nan,Bank Withdrawal,74.9,nan,0.0,0.0,327.53,868.68,1
150,8751-EDEKA,Female,20.0,No,0.0,Los Angeles,73686,4.0,Q3,0.0,1.0,None,Yes,10.05,nan,Yes,Fiber Optic,51.0,No,No,No,No,nan,No,No,No,Month-to-Month,nan,Bank Withdrawal,70.25,70.25,0.0,10.0,10.05,90.3,0
151,3428-MMGUB,nan,30.0,No,0.0,Bakersfield,44915,3.0,nan,0.0,nan,None,Yes,16.7,No,No,None,0.0,No,No,No,No,No,No,No,No,nan,Yes,nan,20.55,33.6,0.0,0.0,nan,67.0,nan
152,4530-NDRKU,Male,58.0,No,0.0,Clearlake Oaks,3684,2.0,Q3,0.0,2.0,None,Yes,11.75,No,Yes,Fiber Optic,4.0,nan,nan,No,No,No,No,No,Yes,Month-to-Month,Yes,nan,67.75,116.65,0.0,0.0,23.5,140.15,5
153,7392-YYPYJ,nan,39.0,No,0.0,San Diego,36351,5.0,Q3,0.0,43.0,Offer B,nan,19.66,Yes,Yes,Fiber Optic,nan,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.35,3161.4,0.0,nan,845.38,nan,0
154,3096-WPXBT,Female,26.0,Yes,0.0,Corona Del Mar,13422,5.0,Q3,5.0,60.0,None,Yes,14.0,No,Yes,Cable,42.0,No,Yes,Yes,Yes,Yes,Yes,nan,Yes,Two Year,Yes,Bank Withdrawal,80.6,4946.7,0.0,0.0,840.0,5786.7,0
155,1725-IQNIY,Male,42.0,Yes,nan,Northridge,25751,nan,Q3,2.0,72.0,Offer A,Yes,11.66,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,Yes,nan,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,0.0,0.0,nan,8881.17,0
156,6173-ITPWD,Female,40.0,No,nan,Harbor City,24660,nan,nan,0.0,41.0,Offer B,Yes,36.47,Yes,Yes,DSL,8.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,nan,56.3,nan,0.0,0.0,1495.27,3859.27,0
157,1730-ZMAME,Female,60.0,Yes,nan,Los Angeles,58198,nan,Q3,nan,nan,Offer B,Yes,16.39,Yes,Yes,Fiber Optic,14.0,Yes,Yes,No,nan,Yes,No,No,Yes,nan,Yes,Bank Withdrawal,94.75,5597.65,0.0,0.0,967.01,6564.66,0
158,4654-ULTTN,Female,38.0,No,nan,Biola,807,3.0,Q3,0.0,7.0,None,Yes,15.84,No,Yes,nan,14.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,438.9,nan,0.0,110.88,549.78,0
159,4137-JOPHL,Female,61.0,Yes,0.0,Cathedral City,43141,nan,Q3,nan,64.0,Offer B,Yes,49.26,Yes,Yes,Fiber Optic,18.0,No,nan,nan,Yes,Yes,nan,nan,Yes,Two Year,Yes,Bank Withdrawal,105.4,6794.75,32.24,0.0,3152.64,9915.15,0
160,8221-EQDGL,Female,42.0,Yes,2.0,Escondido,17944,4.0,Q3,9.0,45.0,None,Yes,21.73,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.0,886.4,0.0,0.0,977.85,1864.25,0
161,1452-XRSJV,nan,63.0,Yes,3.0,Whittier,32050,4.0,Q3,4.0,70.0,None,Yes,38.83,Yes,nan,DSL,nan,No,Yes,Yes,Yes,nan,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.1,5979.7,0.0,nan,2718.1,nan,nan
162,4635-EJYPD,Female,nan,No,0.0,Sacramento,854,3.0,Q3,0.0,23.0,Offer D,Yes,nan,nan,Yes,DSL,3.0,No,No,No,Yes,Yes,Yes,Yes,nan,nan,nan,Credit Card,73.75,1756.6,0.0,nan,805.69,2562.29,0
163,5012-YSPJJ,Male,71.0,Yes,1.0,Colusa,7503,3.0,Q3,1.0,58.0,Offer B,Yes,18.43,Yes,Yes,Fiber Optic,10.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,89.85,nan,0.0,130.0,1068.94,6324.690000000001,0
164,5143-WMWOG,nan,23.0,Yes,0.0,Oak Park,nan,3.0,Q3,1.0,20.0,None,Yes,nan,nan,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,393.15,0.0,0.0,559.2,952.35,0
165,1535-VTJOQ,Female,76.0,nan,0.0,San Diego,51213,2.0,Q3,nan,16.0,None,Yes,17.51,Yes,nan,Fiber Optic,7.0,No,No,No,No,Yes,No,No,nan,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0.0,280.16,1630.3100000000004,nan
166,8201-AAXCB,nan,43.0,Yes,3.0,Seaside,38244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
167,6198-PNNSZ,Female,64.0,nan,0.0,Pasadena,38460,nan,Q3,nan,11.0,None,Yes,2.95,No,Yes,DSL,21.0,No,nan,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.1,531.15,nan,0.0,32.45,nan,0
168,4770-UEZOX,Female,61.0,nan,0.0,Ione,9752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
169,6140-QNRQQ,Male,21.0,nan,0.0,Orange,23172,3.0,nan,0.0,16.0,None,Yes,38.32,No,Yes,Fiber Optic,82.0,No,No,No,Yes,No,nan,No,Yes,Month-to-Month,Yes,Credit Card,74.55,1170.5,0.0,0.0,613.12,1783.62,0
170,9927-DSWDF,nan,nan,nan,nan,nan,3577,1.0,nan,1.0,5.0,None,Yes,11.54,Yes,Yes,Fiber Optic,nan,No,nan,No,nan,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,385.0,0.0,0.0,57.7,nan,1
171,6583-KQJLK,Female,37.0,No,0.0,nan,18999,5.0,Q3,0.0,3.0,None,Yes,nan,No,nan,Cable,13.0,No,nan,No,No,No,No,No,No,nan,No,Credit Card,44.75,148.05,0.0,10.0,104.67,262.72,0
172,6064-PUPMC,Male,31.0,Yes,0.0,San Diego,47224,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
173,7825-ECJRF,nan,nan,nan,nan,Biggs,3169,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
174,8713-IGZSO,Female,nan,Yes,2.0,nan,nan,5.0,Q3,1.0,nan,nan,Yes,25.54,Yes,No,None,0.0,No,No,No,No,nan,No,nan,No,nan,Yes,Credit Card,25.6,nan,0.0,0.0,587.42,1102.17,0
175,5451-YHYPW,Male,nan,Yes,0.0,Albion,1054,nan,Q3,6.0,23.0,None,Yes,46.82,No,Yes,Fiber Optic,11.0,No,No,No,No,nan,Yes,No,No,One Year,Yes,Bank Withdrawal,90.45,2117.25,0.0,30.0,1076.86,3224.11,0
176,1090-ESELR,Female,74.0,Yes,0.0,Glencoe,21,2.0,Q3,1.0,3.0,Offer E,nan,3.29,nan,Yes,Fiber Optic,9.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,nan,Bank Withdrawal,80.4,224.05,0.0,0.0,9.87,nan,3
177,5882-CMAZQ,nan,nan,nan,nan,nan,nan,1.0,Q3,1.0,nan,None,Yes,27.82,No,Yes,DSL,nan,No,No,No,No,No,nan,Yes,Yes,One Year,No,Credit Card,53.65,696.35,0.0,0.0,333.8400000000001,1030.19,1
178,1356-MKYSK,Male,43.0,No,0.0,nan,18529,1.0,Q3,0.0,4.0,None,Yes,13.02,No,Yes,nan,nan,No,No,No,No,nan,No,No,Yes,Month-to-Month,nan,Bank Withdrawal,70.2,237.95,0.0,0.0,52.08,290.03,1
179,2933-FILNV,Male,29.0,No,0.0,Long Beach,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
180,7014-ZZXAW,Female,56.0,No,0.0,nan,nan,nan,Q3,0.0,1.0,None,nan,1.17,Yes,Yes,Fiber Optic,27.0,No,No,No,No,nan,Yes,Yes,Yes,Month-to-Month,Yes,nan,94.6,94.6,0.0,0.0,1.17,95.77,nan
181,4566-NECEV,Female,nan,No,nan,Stonyford,844,3.0,Q3,0.0,41.0,None,Yes,37.46,No,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,806.95,nan,0.0,1535.86,nan,0
182,5986-WWXDV,Female,29.0,Yes,2.0,nan,9038,3.0,nan,8.0,43.0,None,Yes,5.25,Yes,Yes,Fiber Optic,59.0,No,No,Yes,No,Yes,Yes,Yes,Yes,nan,Yes,Bank Withdrawal,99.3,4209.95,0.0,0.0,225.75,4435.7,0
183,3620-EHIMZ,Female,56.0,Yes,0.0,Sequoia National Park,56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
184,7534-BFESC,Female,48.0,No,0.0,Green Valley Lake,317,5.0,Q3,0.0,nan,None,Yes,nan,Yes,Yes,Fiber Optic,4.0,No,Yes,nan,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.15,2494.65,0.0,40.0,930.96,3465.61,0
185,4816-LXZYW,Male,66.0,No,0.0,Palmdale,6787,3.0,nan,0.0,2.0,None,No,0.0,No,Yes,DSL,6.0,No,No,No,No,nan,No,No,Yes,Month-to-Month,nan,Credit Card,24.45,47.5,0.0,0.0,0.0,47.5,1
186,4940-KHCWD,nan,nan,nan,nan,Morro Bay,10909,nan,Q3,0.0,22.0,Offer D,Yes,5.28,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,nan,Credit Card,26.25,605.9,0.0,0.0,116.16,722.06,0
187,9675-ICXCT,Male,nan,No,0.0,nan,nan,nan,Q3,0.0,nan,nan,Yes,19.19,Yes,Yes,Fiber Optic,17.0,No,nan,nan,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,1730.35,0.0,0.0,422.18,2152.53,nan
188,0430-IHCDJ,Male,48.0,nan,2.0,nan,13151,5.0,Q3,6.0,67.0,None,Yes,5.48,No,No,None,0.0,nan,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1284.2,0.0,0.0,367.16,1651.36,0
189,2239-CFOUJ,Male,74.0,Yes,0.0,La Canada Flintridge,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
190,3359-DSRKA,Male,44.0,Yes,0.0,Occidental,1880,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
191,2400-XIWIO,Male,38.0,Yes,0.0,Tarzana,27424,2.0,Q3,1.0,70.0,None,Yes,39.63,No,Yes,Fiber Optic,nan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.5,7534.65,0.0,0.0,2774.100000000001,nan,4
192,2040-OBMLJ,Female,nan,No,0.0,San Jose,nan,3.0,Q3,0.0,38.0,None,Yes,46.18,Yes,nan,None,0.0,No,No,nan,No,No,No,No,No,nan,Yes,Bank Withdrawal,24.25,914.4,35.61,0.0,1754.84,2633.63,0
193,5073-WXOYN,Female,36.0,No,0.0,nan,269,4.0,Q3,0.0,54.0,nan,Yes,34.27,No,Yes,nan,20.0,nan,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,nan,100.05,5299.65,nan,0.0,1850.58,nan,0
194,6141-OOXUQ,Female,74.0,No,0.0,Ontario,54254,4.0,Q3,0.0,32.0,None,Yes,48.62,No,Yes,nan,12.0,nan,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.5,2665.0,0.0,nan,1555.84,4220.84,nan
195,3799-ISUZQ,Female,50.0,Yes,0.0,nan,nan,3.0,Q3,3.0,21.0,Offer D,Yes,42.22,Yes,Yes,Fiber Optic,29.0,No,No,nan,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.5,nan,0.0,0.0,886.62,2695.32,nan
196,3978-YNKDD,Male,55.0,No,0.0,Middletown,7789,5.0,Q3,0.0,1.0,None,Yes,42.19,No,Yes,Cable,29.0,No,No,No,nan,nan,Yes,Yes,Yes,Month-to-Month,Yes,nan,62.8,62.8,0.0,0.0,42.19,104.99,0
